 Parents' Occupation,Child's Nursery,Form of the family,Children,Housing condition,Finance standing,Social condition,Health condition,Final Evaluation
usual,improper,complete,3,less_conv,inconv,problematic,not_recom,not_recom
pretentious,improper,incomplete,1,convenient,convenient,slightly_prob,not_recom,not_recom
usual,improper,foster,1,critical,inconv,problematic,not_recom,not_recom
great_pret,critical,completed,1,critical,inconv,problematic,recommended,spec_prior
great_pret,improper,foster,2,critical,convenient,problematic,not_recom,not_recom
great_pret,very_crit,incomplete,2,less_conv,inconv,slightly_prob,recommended,spec_prior
great_pret,very_crit,incomplete,2,less_conv,inconv,nonprob,recommended,spec_prior
great_pret,proper,completed,1,critical,inconv,nonprob,recommended,priority
usual,improper,complete,more,critical,convenient,slightly_prob,recommended,priority
pretentious,critical,incomplete,1,less_conv,inconv,slightly_prob,priority,spec_prior
pretentious,very_crit,foster,3,convenient,inconv,nonprob,not_recom,not_recom
pretentious,improper,incomplete,1,less_conv,convenient,slightly_prob,recommended,priority
pretentious,less_proper,incomplete,more,convenient,convenient,nonprob,not_recom,not_recom
pretentious,critical,completed,2,critical,inconv,problematic,recommended,spec_prior
usual,improper,incomplete,3,critical,convenient,slightly_prob,not_recom,not_recom
usual,less_proper,completed,3,less_conv,inconv,nonprob,recommended,priority
usual,very_crit,completed,2,critical,convenient,problematic,not_recom,not_recom
great_pret,critical,foster,more,less_conv,inconv,nonprob,recommended,spec_prior
pretentious,very_crit,completed,2,less_conv,convenient,nonprob,not_recom,not_recom
great_pret,proper,completed,1,less_conv,convenient,slightly_prob,priority,priority
usual,proper,completed,3,convenient,inconv,slightly_prob,priority,priority
usual,very_crit,incomplete,1,convenient,inconv,problematic,priority,spec_prior
usual,proper,incomplete,2,critical,inconv,slightly_prob,not_recom,not_recom
pretentious,very_crit,foster,2,convenient,inconv,slightly_prob,recommended,spec_prior
pretentious,improper,foster,2,convenient,convenient,nonprob,recommended,priority
great_pret,proper,completed,3,convenient,convenient,problematic,recommended,priority
usual,improper,foster,1,less_conv,convenient,nonprob,not_recom,not_recom
pretentious,very_crit,completed,more,convenient,inconv,slightly_prob,priority,spec_prior
usual,very_crit,foster,3,critical,convenient,problematic,not_recom,not_recom
pretentious,improper,complete,2,convenient,inconv,nonprob,priority,priority
usual,improper,incomplete,2,less_conv,inconv,nonprob,not_recom,not_recom
great_pret,improper,foster,3,convenient,convenient,problematic,not_recom,not_recom
pretentious,improper,complete,1,critical,convenient,nonprob,priority,priority
great_pret,critical,incomplete,2,critical,inconv,nonprob,recommended,spec_prior
usual,less_proper,completed,1,less_conv,convenient,problematic,not_recom,not_recom
pretentious,less_proper,complete,2,convenient,inconv,problematic,priority,priority
usual,very_crit,complete,2,less_conv,inconv,problematic,not_recom,not_recom
great_pret,less_proper,incomplete,more,less_conv,convenient,problematic,recommended,spec_prior
great_pret,very_crit,complete,more,less_conv,inconv,problematic,not_recom,not_recom
usual,improper,incomplete,more,critical,inconv,problematic,priority,priority
great_pret,very_crit,complete,1,critical,inconv,slightly_prob,not_recom,not_recom
usual,critical,complete,2,critical,convenient,nonprob,priority,spec_prior
usual,proper,completed,3,critical,convenient,slightly_prob,not_recom,not_recom
pretentious,less_proper,foster,2,less_conv,convenient,slightly_prob,recommended,priority
usual,critical,completed,2,convenient,inconv,slightly_prob,priority,priority
pretentious,improper,foster,2,convenient,convenient,problematic,recommended,priority
great_pret,very_crit,foster,1,convenient,convenient,slightly_prob,priority,spec_prior
great_pret,critical,completed,1,critical,inconv,nonprob,not_recom,not_recom
pretentious,improper,complete,2,critical,inconv,slightly_prob,not_recom,not_recom
usual,very_crit,completed,1,convenient,convenient,problematic,priority,spec_prior
pretentious,improper,incomplete,more,convenient,convenient,problematic,not_recom,not_recom
pretentious,proper,foster,3,convenient,convenient,nonprob,priority,priority
usual,proper,complete,3,critical,inconv,slightly_prob,recommended,priority
great_pret,improper,completed,3,critical,inconv,nonprob,not_recom,not_recom
pretentious,improper,complete,1,critical,convenient,slightly_prob,recommended,priority
usual,critical,complete,3,convenient,inconv,slightly_prob,recommended,priority
great_pret,proper,complete,1,less_conv,inconv,problematic,recommended,priority
great_pret,less_proper,complete,3,convenient,inconv,slightly_prob,not_recom,not_recom
pretentious,very_crit,incomplete,2,critical,inconv,slightly_prob,priority,spec_prior
usual,improper,complete,more,less_conv,inconv,slightly_prob,priority,priority
pretentious,critical,foster,1,convenient,convenient,slightly_prob,not_recom,not_recom
usual,very_crit,incomplete,1,critical,inconv,slightly_prob,priority,spec_prior
pretentious,proper,complete,2,critical,inconv,nonprob,not_recom,not_recom
pretentious,critical,incomplete,3,convenient,inconv,slightly_prob,not_recom,not_recom
pretentious,proper,complete,1,less_conv,convenient,nonprob,recommended,very_recom
great_pret,very_crit,complete,2,convenient,inconv,nonprob,priority,spec_prior
great_pret,very_crit,incomplete,3,critical,convenient,slightly_prob,priority,spec_prior
pretentious,less_proper,completed,1,critical,inconv,problematic,not_recom,not_recom
usual,less_proper,foster,2,critical,convenient,slightly_prob,recommended,priority
pretentious,improper,incomplete,1,convenient,convenient,nonprob,not_recom,not_recom
usual,proper,completed,2,convenient,inconv,problematic,not_recom,not_recom
pretentious,proper,completed,more,critical,convenient,slightly_prob,priority,priority
pretentious,less_proper,foster,more,convenient,inconv,nonprob,not_recom,not_recom
usual,improper,incomplete,1,critical,inconv,problematic,recommended,priority
great_pret,proper,incomplete,2,convenient,convenient,nonprob,not_recom,not_recom
usual,less_proper,complete,more,critical,convenient,slightly_prob,recommended,priority
pretentious,improper,complete,2,less_conv,convenient,nonprob,recommended,priority
great_pret,less_proper,complete,1,less_conv,convenient,nonprob,priority,priority
pretentious,critical,complete,2,less_conv,inconv,problematic,recommended,spec_prior
usual,critical,complete,3,convenient,inconv,nonprob,priority,spec_prior
great_pret,proper,foster,more,critical,convenient,nonprob,not_recom,not_recom
usual,proper,complete,2,convenient,convenient,nonprob,,not_recom
pretentious,very_crit,foster,3,critical,convenient,slightly_prob,priority,spec_prior
usual,proper,foster,2,convenient,convenient,nonprob,priority,priority
great_pret,improper,completed,3,critical,inconv,nonprob,priority,spec_prior
usual,critical,incomplete,more,convenient,convenient,slightly_prob,priority,priority
great_pret,proper,foster,more,less_conv,convenient,nonprob,priority,spec_prior
pretentious,less_proper,foster,3,convenient,convenient,nonprob,recommended,very_recom
usual,less_proper,foster,more,less_conv,inconv,problematic,priority,priority
usual,proper,foster,more,less_conv,inconv,problematic,priority,priority
usual,improper,completed,more,convenient,convenient,nonprob,priority,priority
great_pret,proper,complete,2,less_conv,convenient,nonprob,priority,priority
great_pret,less_proper,completed,1,critical,inconv,slightly_prob,recommended,priority
pretentious,less_proper,foster,more,less_conv,convenient,slightly_prob,not_recom,not_recom
usual,very_crit,incomplete,3,convenient,convenient,nonprob,recommended,priority
usual,less_proper,complete,2,less_conv,inconv,slightly_prob,recommended,very_recom
usual,improper,completed,1,less_conv,inconv,problematic,recommended,priority
usual,proper,completed,3,critical,inconv,problematic,recommended,priority
great_pret,proper,incomplete,1,less_conv,convenient,slightly_prob,recommended,priority
usual,proper,foster,more,critical,inconv,nonprob,priority,priority
usual,critical,foster,more,less_conv,inconv,nonprob,priority,spec_prior
pretentious,improper,incomplete,1,critical,inconv,slightly_prob,not_recom,not_recom
usual,proper,foster,2,less_conv,convenient,slightly_prob,not_recom,not_recom
great_pret,less_proper,incomplete,more,convenient,inconv,slightly_prob,priority,spec_prior
usual,very_crit,complete,2,less_conv,convenient,problematic,recommended,spec_prior
great_pret,critical,foster,3,convenient,inconv,nonprob,recommended,spec_prior
usual,very_crit,complete,more,critical,inconv,problematic,priority,spec_prior
great_pret,less_proper,complete,3,critical,inconv,nonprob,priority,spec_prior
usual,very_crit,foster,3,critical,convenient,slightly_prob,priority,spec_prior
usual,critical,foster,2,convenient,convenient,nonprob,priority,priority
usual,very_crit,complete,more,critical,convenient,nonprob,priority,spec_prior
great_pret,critical,completed,3,convenient,convenient,slightly_prob,not_recom,not_recom
pretentious,critical,complete,3,less_conv,convenient,problematic,priority,spec_prior
great_pret,improper,foster,1,convenient,inconv,slightly_prob,recommended,spec_prior
pretentious,improper,incomplete,2,less_conv,convenient,nonprob,recommended,priority
pretentious,critical,completed,more,critical,convenient,nonprob,not_recom,not_recom
great_pret,less_proper,complete,2,critical,inconv,slightly_prob,priority,spec_prior
usual,improper,,1,critical,inconv,slightly_prob,recommended,priority
usual,proper,incomplete,1,less_conv,inconv,problematic,not_recom,not_recom
great_pret,critical,incomplete,3,less_conv,inconv,problematic,recommended,spec_prior
usual,proper,foster,more,less_conv,inconv,slightly_prob,not_recom,not_recom
great_pret,proper,completed,more,critical,convenient,problematic,not_recom,not_recom
great_pret,very_crit,foster,more,less_conv,inconv,nonprob,priority,spec_prior
great_pret,improper,incomplete,1,less_conv,inconv,slightly_prob,recommended,priority
great_pret,proper,complete,more,critical,convenient,problematic,priority,spec_prior
usual,critical,complete,1,critical,convenient,nonprob,priority,priority
pretentious,very_crit,complete,1,less_conv,inconv,slightly_prob,not_recom,not_recom
usual,less_proper,completed,2,less_conv,inconv,slightly_prob,not_recom,not_recom
usual,proper,foster,more,critical,convenient,problematic,priority,priority
great_pret,critical,foster,3,critical,inconv,slightly_prob,recommended,spec_prior
pretentious,improper,foster,more,critical,convenient,nonprob,recommended,priority
usual,less_proper,incomplete,3,convenient,convenient,nonprob,priority,priority
great_pret,critical,complete,1,convenient,convenient,slightly_prob,priority,priority
pretentious,improper,incomplete,1,critical,inconv,problematic,recommended,spec_prior
usual,improper,completed,3,critical,convenient,slightly_prob,recommended,priority
great_pret,very_crit,foster,2,convenient,convenient,problematic,not_recom,not_recom
pretentious,critical,incomplete,2,convenient,convenient,slightly_prob,priority,spec_prior
usual,critical,incomplete,3,convenient,convenient,nonprob,recommended,priority
great_pret,less_proper,complete,2,critical,inconv,nonprob,not_recom,not_recom
great_pret,less_proper,complete,more,critical,convenient,nonprob,recommended,priority
pretentious,very_crit,complete,2,less_conv,inconv,slightly_prob,priority,spec_prior
usual,improper,completed,2,convenient,convenient,slightly_prob,not_recom,not_recom
great_pret,improper,complete,2,critical,convenient,problematic,recommended,spec_prior
great_pret,improper,completed,2,critical,convenient,nonprob,priority,spec_prior
great_pret,critical,incomplete,2,critical,convenient,slightly_prob,priority,spec_prior
great_pret,critical,completed,3,convenient,inconv,nonprob,recommended,spec_prior
pretentious,less_proper,complete,more,less_conv,inconv,nonprob,not_recom,not_recom
pretentious,critical,completed,3,less_conv,convenient,slightly_prob,not_recom,not_recom
usual,proper,complete,more,critical,convenient,slightly_prob,recommended,priority
great_pret,improper,completed,2,less_conv,inconv,nonprob,recommended,priority
pretentious,critical,incomplete,more,convenient,convenient,slightly_prob,priority,spec_prior
pretentious,very_crit,incomplete,more,convenient,inconv,problematic,not_recom,not_recom
pretentious,very_crit,complete,2,convenient,inconv,slightly_prob,priority,spec_prior
pretentious,critical,complete,more,convenient,convenient,nonprob,recommended,priority
pretentious,proper,foster,3,convenient,inconv,problematic,recommended,priority
great_pret,proper,complete,3,less_conv,convenient,nonprob,priority,spec_prior
great_pret,proper,completed,more,critical,inconv,nonprob,not_recom,not_recom
great_pret,very_crit,incomplete,more,convenient,convenient,nonprob,recommended,priority
usual,very_crit,complete,2,convenient,inconv,problematic,priority,spec_prior
pretentious,improper,foster,3,critical,convenient,nonprob,priority,spec_prior
pretentious,proper,incomplete,1,convenient,convenient,slightly_prob,not_recom,not_recom
great_pret,critical,completed,1,convenient,convenient,problematic,priority,spec_prior
