,Parents' Occupation,Child's Nursery,Form of the family,Children,Housing condition,Finance standing,Social condition,Health condition,Final Evaluation
3199,2,0,2,1,0,0,2,2,4
3200,2,1,0,1,1,0,1,2,3
3201,2,0,2,1,1,1,2,2,4
3202,0,4,2,3,2,0,1,0,0
3203,0,0,1,3,1,0,2,1,4
3204,0,3,0,2,0,1,2,0,0
3205,2,1,2,2,1,0,2,1,3
3206,1,3,0,2,2,1,2,0,0
3207,2,3,0,2,1,1,2,0,0
3208,1,0,0,2,2,0,2,2,4
3209,0,1,2,2,0,0,1,1,4
3210,0,1,0,2,0,1,0,1,4
3211,0,2,2,0,2,0,2,2,4
3212,1,4,2,2,0,0,0,1,3
3213,2,1,0,1,0,0,1,1,3
3215,0,1,1,2,0,1,1,1,4
3217,0,2,2,2,2,0,0,2,4
3218,2,1,1,3,0,1,2,2,4
3219,0,2,2,1,0,0,1,2,4
3220,2,1,0,0,0,0,1,0,0
3221,1,4,2,2,2,0,0,2,3
3222,2,4,2,1,0,0,1,0,0
3223,2,0,0,0,0,1,2,2,4
3224,0,3,0,1,0,0,1,2,4
3225,2,1,0,1,2,0,2,1,3
3226,0,0,2,1,1,0,2,0,0
3227,0,4,2,3,0,0,2,1,3
3228,2,4,1,0,1,0,2,1,3
3229,2,3,2,2,2,0,2,1,2
3230,1,4,2,0,1,0,2,1,3
3231,0,1,2,2,2,0,1,0,0
3232,0,4,2,3,1,1,1,0,0
3233,0,1,2,0,1,0,0,1,4
3234,0,3,0,2,0,1,2,2,4
3235,0,4,0,1,1,1,0,2,3
3236,0,4,0,0,0,1,0,0,0
3237,2,3,2,1,2,0,1,2,3
3238,1,3,2,2,2,0,2,1,2
3239,2,0,1,1,1,0,0,2,4
3240,2,4,0,3,1,1,2,0,0
3241,2,3,2,3,2,1,0,0,0
3242,0,4,0,1,2,0,0,1,3
3243,0,2,0,1,0,1,2,1,4
3244,1,1,1,0,2,0,1,1,4
3245,2,2,1,3,0,0,1,0,0
3247,2,0,1,0,2,0,0,2,4
3248,0,4,2,0,1,0,1,1,3
3249,1,1,0,1,0,0,2,0,0
3250,2,1,1,1,0,1,0,0,0
3251,0,1,2,3,1,1,0,0,0
3252,1,3,2,3,0,0,2,1,3
3253,0,0,1,2,1,0,2,0,0
3254,2,4,2,2,1,1,0,0,0
3255,1,1,2,3,0,1,2,2,4
3256,1,1,2,0,1,0,1,1,4
3257,0,2,2,2,0,1,1,1,4
3258,2,0,1,1,1,1,0,1,4
3259,1,0,2,2,2,1,0,2,4
3260,2,1,0,3,1,0,2,2,4
3261,0,0,1,2,1,0,2,1,4
3262,1,3,2,0,2,0,0,2,3
3263,2,3,2,2,1,1,0,1,3
3264,1,0,2,3,0,1,1,0,0
3265,2,4,1,2,2,1,1,2,3
3266,2,2,2,1,0,0,2,2,3
3267,2,3,1,0,0,1,2,1,3
3268,2,2,2,3,1,0,2,1,3
3269,2,3,2,3,2,0,2,0,0
3270,0,0,1,1,0,0,2,2,4
3271,2,3,0,2,2,1,0,0,0
3272,2,3,0,0,0,0,1,2,3
3273,2,2,2,2,2,1,0,1,3
3274,0,3,1,0,2,1,0,2,3
3275,1,1,0,0,1,0,0,2,4
3276,0,4,2,3,0,0,2,0,0
3277,2,4,0,1,0,0,2,2,3
3278,1,4,2,3,1,0,2,0,0
3279,2,0,1,0,1,1,1,1,4
3280,2,0,1,2,0,0,2,0,0
3281,2,0,2,0,1,0,0,0,0
3282,2,1,2,0,2,0,2,0,0
3283,1,1,2,3,0,0,0,1,4
3284,1,4,2,3,2,0,0,0,0
3285,2,0,1,3,0,0,0,1,4
3286,2,3,0,3,1,0,1,2,3
3287,0,1,2,2,1,1,1,0,0
3288,0,2,1,0,0,0,1,1,4
3289,0,0,0,3,0,0,2,2,4
3290,1,3,0,3,2,1,0,1,3
3291,2,1,1,0,1,1,1,1,3
3292,2,1,2,1,2,0,0,2,3
3293,1,4,0,0,1,1,2,0,0
3294,1,0,1,2,2,1,0,0,0
3295,0,4,2,0,1,0,2,2,4
3296,2,0,0,0,1,1,0,2,4
3298,2,1,1,0,2,0,2,2,4
3299,2,3,0,0,1,0,1,2,3
3300,0,2,2,3,0,1,1,0,0
3301,0,2,2,0,1,1,2,2,4
3302,2,3,1,0,1,0,2,2,3
3303,0,1,2,2,2,0,2,1,3
3304,1,1,2,1,1,0,2,1,3
3305,0,0,2,0,2,1,1,1,3
3306,2,4,1,3,0,0,1,1,3
3307,2,0,2,1,1,1,1,0,0
3308,0,0,1,2,1,0,2,2,4
3309,0,2,2,3,0,0,0,2,4
3310,0,4,0,2,1,0,0,2,4
3311,2,0,1,3,2,1,2,0,0
3312,1,2,2,3,0,0,1,2,4
3313,2,2,0,1,0,1,2,2,3
3314,0,3,0,2,1,0,2,2,4
3315,0,2,2,3,2,1,2,0,0
3316,1,4,1,3,2,1,2,1,2
3317,2,0,2,3,1,1,1,0,0
3318,1,0,2,3,1,0,2,2,4
3319,2,1,0,3,2,1,0,1,3
3321,2,1,2,2,0,0,0,2,4
3322,1,1,2,0,2,0,0,1,4
3323,1,1,2,0,1,0,0,0,0
3324,1,2,1,3,1,0,0,2,4
3325,1,2,2,3,2,0,1,0,0
3326,1,3,0,0,0,1,1,0,0
3327,2,0,0,3,2,1,1,0,0
3328,2,2,0,1,1,1,2,1,2
3329,2,0,0,1,0,0,2,1,4
3330,1,1,2,1,2,1,0,0,0
3331,0,4,0,3,1,1,0,0,0
3332,0,2,2,0,0,0,0,0,0
3333,0,3,1,0,0,1,1,1,3
3334,1,2,2,3,2,0,2,2,4
3335,1,4,0,2,2,0,2,0,0
3336,1,1,0,0,1,1,0,0,0
3337,1,3,1,0,2,0,0,0,0
3338,0,3,2,0,1,0,0,0,0
3339,2,0,0,2,2,0,1,0,0
3340,2,1,2,1,1,0,0,1,3
3341,2,4,0,2,0,0,1,2,3
3342,1,2,1,1,0,1,2,2,4
3343,1,3,1,0,0,0,0,2,3
3344,1,1,2,3,0,0,0,2,4
3345,1,3,2,3,2,0,1,2,3
3346,2,0,2,3,0,1,0,0,0
3347,1,2,1,2,2,0,0,2,4
3348,1,4,2,0,1,1,2,2,3
3349,2,2,0,2,1,0,0,0,0
3350,0,2,2,2,2,0,2,1,3
3351,1,4,1,1,2,1,2,2,3
3352,1,2,0,2,1,1,0,0,0
3353,1,3,2,2,2,1,1,2,3
3354,1,3,2,1,2,1,2,2,3
3355,1,3,2,1,1,0,1,0,0
3356,1,0,2,2,2,1,2,2,4
3357,0,0,0,0,2,0,2,2,4
3358,2,4,2,0,2,1,1,1,2
3359,2,3,0,3,1,0,0,2,3
3360,2,2,0,0,2,0,2,1,3
3361,1,2,0,2,1,1,0,1,4
3362,2,0,2,3,2,1,1,2,4
3363,2,2,2,3,2,0,1,1,3
3364,0,3,0,3,0,0,2,0,0
3365,0,1,1,0,2,1,1,0,0
3366,2,2,0,3,1,0,1,2,3
3367,1,4,2,2,0,0,2,2,3
3368,2,1,1,2,2,1,1,1,3
3369,0,0,2,1,0,1,0,0,0
3370,0,0,0,0,0,1,0,0,0
3371,2,2,1,0,1,1,2,2,3
3372,0,1,2,3,1,0,0,0,0
3373,0,4,1,2,2,1,2,0,0
3374,2,2,1,2,1,1,0,1,3
3375,0,3,1,1,1,0,1,1,3
3376,1,1,2,2,0,0,2,2,4
3377,1,0,0,2,2,1,2,0,0
3378,0,3,1,3,2,1,0,1,3
3379,0,0,1,1,2,0,2,0,0
3380,2,2,0,1,0,1,0,0,0
3381,1,3,1,2,1,0,2,1,3
3382,1,0,2,3,0,1,0,2,4
3383,0,0,2,1,1,1,1,2,4
3384,1,1,1,2,1,0,2,0,0
3385,0,2,1,0,0,1,0,2,4
3386,1,0,1,1,2,1,0,1,4
3387,1,3,0,3,2,1,1,1,2
3388,1,1,0,1,0,1,1,0,0
3389,1,1,0,1,1,1,1,0,0
3390,0,0,2,3,2,1,1,1,3
3391,1,4,1,0,0,1,0,0,0
3392,0,1,2,2,0,1,2,1,4
3393,0,4,2,1,2,0,2,1,3
3394,0,4,0,1,2,1,1,1,3
3395,2,3,2,3,2,0,1,0,0
3396,1,4,1,0,2,1,1,2,3
3397,2,4,2,3,2,0,2,1,3
3398,2,4,1,3,2,0,1,2,3
3399,2,0,0,3,2,0,0,1,4
3400,0,2,1,2,2,0,2,0,0
3401,2,3,0,1,0,1,0,2,3
3402,2,1,2,1,1,0,0,2,3
3403,1,2,2,1,0,0,2,0,0
3404,1,4,1,3,1,0,0,1,3
3405,0,4,1,0,2,1,1,0,0
3406,1,4,2,2,0,1,2,2,3
3407,2,0,2,3,2,0,0,2,4
3408,2,4,2,0,2,1,2,0,0
3409,1,4,2,3,2,0,1,2,3
3410,0,3,0,2,2,1,2,0,0
3411,2,4,1,0,1,1,0,0,0
3412,0,3,2,0,0,1,0,2,4
3413,1,4,2,2,0,1,1,1,3
3414,2,3,0,2,0,1,2,1,3
3415,0,1,0,3,0,1,1,1,4
3416,1,4,1,0,0,0,1,2,3
3417,0,4,2,2,1,0,1,0,0
3418,2,1,2,3,1,1,1,2,4
3419,1,1,1,3,1,1,1,0,0
3420,2,4,0,1,0,1,2,1,3
3421,0,2,1,2,1,1,0,0,0
3423,1,4,2,2,1,0,0,1,3
3424,2,1,2,2,0,1,0,0,0
3425,2,2,0,0,1,1,1,1,3
3426,2,2,0,0,2,1,1,2,3
3427,1,0,2,1,2,1,2,0,0
3428,0,0,2,0,1,1,1,0,0
3429,1,4,2,0,0,1,2,2,3
3430,1,2,2,2,1,0,1,1,3
3431,0,1,2,0,0,1,2,1,4
3432,1,0,2,2,1,1,0,0,0
3433,2,2,0,0,2,1,2,1,2
3434,1,1,1,0,0,1,1,0,0
3435,1,3,2,0,0,1,1,2,3
3436,0,0,2,3,0,0,1,1,4
3437,0,2,2,3,0,0,1,2,4
3439,2,3,2,0,0,1,2,2,3
3440,2,3,1,0,0,1,2,2,3
3441,1,3,1,1,0,0,2,1,3
3442,0,0,1,1,1,0,2,2,4
3443,0,4,1,1,0,1,1,1,3
3444,0,3,1,3,1,0,1,1,3
3445,2,1,0,2,2,0,0,2,4
3446,1,2,1,2,0,1,0,1,4
3447,0,1,0,1,2,1,2,0,0
3448,0,3,1,0,2,1,1,1,3
3449,2,0,1,1,1,0,0,0,0
3450,1,1,2,2,1,0,0,1,4
3452,0,3,0,0,1,0,0,2,4
3453,0,4,0,1,0,0,1,2,4
3454,1,2,2,0,2,0,1,0,0
3455,2,1,0,0,2,1,2,2,3
3456,0,3,1,3,0,0,0,0,0
3457,0,0,0,3,2,0,1,1,4
3458,0,0,2,3,1,1,1,0,0
3459,0,3,1,0,1,1,2,2,4
3460,0,1,2,2,1,0,0,2,4
3461,1,2,2,1,2,0,1,2,3
3462,2,0,2,3,0,1,2,0,0
3463,2,1,1,3,1,0,0,1,4
3464,1,4,1,1,2,1,0,2,3
3465,1,1,0,3,2,0,1,1,4
3466,1,1,0,1,2,0,2,1,3
3467,2,2,2,3,1,0,2,0,0
3468,2,3,0,2,1,1,2,1,3
3469,2,4,0,0,0,0,0,0,0
3470,0,4,1,0,2,0,1,0,0
3471,0,0,2,1,2,0,1,2,4
3472,1,3,2,3,0,1,1,0,0
3473,1,2,2,1,0,0,0,0,0
3474,2,3,2,1,0,1,0,2,3
3475,1,2,1,2,0,0,0,2,4
3476,1,1,2,3,1,1,0,2,4
3477,2,1,0,2,0,1,2,0,0
3478,0,0,2,2,1,0,0,1,4
3479,1,0,2,0,2,1,1,0,0
3480,1,0,2,1,1,0,2,2,4
3481,0,3,2,0,0,1,0,0,0
3482,1,4,0,0,0,1,0,0,0
3483,2,1,1,0,2,0,1,0,0
3484,0,4,1,1,1,0,1,1,3
3485,0,2,2,0,0,1,2,1,4
3486,1,3,2,0,2,1,1,0,0
3487,0,3,0,0,1,1,2,0,0
3488,1,3,2,0,0,0,1,0,0
3489,1,1,1,0,1,1,2,1,4
3490,2,0,1,1,0,0,1,0,0
3491,2,0,1,3,0,1,2,2,4
3492,2,4,2,2,0,1,2,0,0
3493,0,0,2,0,2,0,1,2,4
3494,2,4,2,0,2,1,1,1,2
3495,1,1,2,2,1,1,2,1,3
3496,2,0,0,0,0,0,2,1,4
3497,0,3,2,1,1,1,0,1,3
3498,0,2,2,2,1,0,1,0,0
3499,2,3,2,2,0,1,0,1,3
3500,1,1,0,3,1,0,0,2,4
3501,0,4,0,3,1,0,0,1,4
3502,1,2,2,0,1,1,1,1,3
3503,2,3,1,1,2,1,1,1,2
3504,0,1,2,2,0,0,0,2,4
3505,2,3,0,3,2,0,1,1,3
3506,1,4,2,1,2,1,1,2,3
3507,1,0,2,1,2,1,0,0,0
3508,1,3,0,1,2,1,1,2,3
3509,0,2,1,1,2,1,2,2,4
3510,1,2,1,0,1,1,1,1,3
3511,0,4,2,0,0,0,1,0,0
3512,0,3,2,0,0,1,0,1,4
3513,1,0,1,1,2,0,0,0,0
3514,2,3,2,2,1,1,0,0,0
3515,0,2,0,2,1,1,2,0,0
3516,1,0,2,0,0,0,2,1,4
3517,0,0,1,1,0,1,2,0,0
3518,1,2,0,1,0,1,1,2,4
3519,1,1,1,0,0,1,1,1,4
3520,0,1,1,0,2,0,0,2,4
3521,0,1,2,2,2,0,0,0,0
3522,1,0,0,0,1,1,0,2,4
3523,1,4,1,2,2,0,0,2,3
3524,0,2,2,0,1,1,2,1,4
3525,0,3,1,0,1,0,1,0,0
3526,0,4,2,0,0,0,2,2,4
3527,1,1,1,1,1,1,2,2,4
3528,0,0,0,1,0,1,1,0,0
3529,1,0,2,0,2,0,0,2,4
3530,0,4,2,2,0,0,1,2,4
3531,0,2,2,2,2,0,0,2,4
3532,2,3,1,0,0,1,0,2,3
3533,0,3,2,3,0,1,2,2,4
3534,1,4,2,0,1,0,1,1,3
3535,1,2,1,2,1,1,0,0,0
3536,2,2,2,1,2,1,1,1,2
3537,0,3,2,1,2,1,0,2,3
3539,1,2,2,3,0,0,1,2,4
3540,2,2,1,1,2,0,1,1,3
3541,2,1,0,2,1,0,0,1,4
3542,2,2,1,2,1,0,2,1,3
3543,1,0,2,2,0,1,1,2,4
3544,0,1,2,3,0,0,1,2,4
3545,1,3,1,2,2,1,1,2,3
3546,0,1,1,2,1,1,0,0,0
3547,0,1,2,2,1,1,0,2,4
3548,1,2,2,2,0,1,0,0,0
3549,2,4,2,0,1,1,0,2,3
3550,0,3,0,2,0,0,1,2,4
3551,1,3,2,3,0,0,0,0,0
3552,2,1,2,2,2,0,2,2,3
3553,1,1,0,3,1,1,2,1,4
3554,2,0,1,2,2,0,0,1,4
3555,1,4,1,3,1,1,0,1,3
3556,2,2,2,3,2,0,2,2,3
3557,0,2,1,0,2,1,0,1,4
3558,2,3,0,1,1,0,0,2,3
3559,1,4,2,2,2,1,2,2,3
3560,0,4,1,1,1,1,2,1,3
3561,2,4,1,2,0,1,2,2,3
3562,1,0,2,2,1,1,0,0,0
3563,1,3,1,0,1,0,1,1,3
3564,2,2,0,3,1,1,2,1,3
3565,0,0,1,2,1,1,2,1,4
3566,2,2,2,0,2,1,1,0,0
3567,0,0,1,3,0,0,2,1,4
3568,0,4,2,1,0,0,1,2,3
3569,0,3,2,0,1,1,2,2,4
3570,0,4,2,1,0,0,2,0,0
3571,0,1,2,0,2,0,2,1,4
3572,0,1,0,2,2,1,0,0,0
3573,1,0,2,3,0,0,1,2,4
3574,1,2,2,0,2,0,1,1,3
3575,1,1,1,1,0,1,2,2,4
3576,2,0,2,3,0,1,0,1,4
3577,0,4,1,0,0,0,1,1,3
3578,0,3,1,3,2,0,0,1,4
3579,1,0,0,3,1,0,2,1,4
3580,2,1,1,1,2,0,0,0,0
3581,0,2,1,1,2,0,0,0,0
3582,0,4,0,0,0,1,2,1,3
3583,1,4,1,2,1,0,2,0,0
3584,1,4,0,3,0,1,0,0,0
3585,1,0,0,0,1,1,0,1,4
3586,1,4,0,1,1,1,2,2,3
3587,2,1,2,1,0,0,0,2,4
3588,1,0,0,0,2,1,0,2,4
3589,2,2,1,2,2,1,2,1,2
3590,0,1,0,3,1,0,1,0,0
3591,0,0,1,3,0,0,0,0,0
3592,2,3,0,2,1,0,1,1,3
3593,2,1,2,1,1,0,0,0,0
3594,2,1,2,3,2,1,0,1,3
3595,2,2,0,3,1,0,0,2,3
3596,1,0,1,1,2,0,2,1,4
3597,1,2,0,3,0,1,1,2,4
3598,1,4,2,2,2,0,2,0,0
3599,0,3,2,1,2,0,2,0,0
3600,2,3,1,0,1,0,1,2,3
3601,1,3,1,0,2,0,1,2,3
3603,1,3,2,2,0,0,2,0,0
3604,2,0,1,3,0,0,0,0,0
3605,2,3,0,3,0,1,2,1,3
3606,0,1,0,3,0,1,1,0,0
3607,0,1,1,1,1,0,2,0,0
3609,0,3,0,1,0,1,0,2,4
3610,0,3,0,3,2,0,1,2,4
3611,2,1,2,2,2,0,0,1,3
3612,2,2,0,2,1,0,2,1,3
3613,1,1,2,3,2,1,1,0,0
3614,0,4,2,1,2,0,1,2,3
3615,1,4,2,2,1,0,2,1,2
3616,1,4,2,1,2,0,2,0,0
3617,1,4,1,3,1,1,0,0,0
3618,2,2,0,3,1,0,0,1,3
3619,0,3,2,1,2,0,1,0,0
3620,0,2,1,0,0,1,2,0,0
3621,0,4,0,2,2,1,2,2,3
3622,2,2,1,0,2,0,0,0,0
3623,2,2,0,3,2,1,0,2,3
3624,2,0,0,3,0,1,1,1,4
3625,2,4,2,1,2,1,2,1,1
3626,2,2,1,1,2,1,2,2,3
3627,0,0,1,0,1,1,2,1,4
3628,2,2,2,1,0,0,0,1,3
3629,0,1,1,3,0,1,2,2,4
3630,2,4,2,2,1,0,0,0,0
3631,2,3,2,1,0,1,1,1,2
3633,0,4,0,2,1,0,2,2,4
3634,0,2,2,0,1,1,2,2,4
3635,2,3,2,2,2,1,2,2,3
3636,2,2,0,1,1,0,2,0,0
3637,2,3,2,3,1,0,2,0,0
3638,1,4,0,1,1,0,2,2,3
3639,1,4,0,2,2,1,1,1,2
3640,2,0,2,1,2,1,2,2,4
3641,2,4,1,2,1,1,2,1,3
3642,0,3,1,2,1,0,1,1,3
3643,0,4,2,2,1,1,1,1,3
3644,0,1,0,0,2,0,2,0,0
3645,1,2,2,0,2,1,0,0,0
3646,0,1,2,2,0,0,2,2,4
3647,1,2,1,0,2,1,1,2,3
3648,1,4,2,0,1,0,0,0,0
3649,2,2,0,2,0,0,0,1,3
3650,2,0,2,1,0,0,1,0,0
3651,0,4,0,3,2,0,1,2,4
3652,0,0,1,0,0,0,1,0,0
3653,2,1,0,3,2,0,0,2,4
3654,2,4,0,3,1,1,0,0,0
3655,2,0,1,0,2,0,1,0,0
3656,1,0,0,1,2,1,2,2,4
3657,2,0,0,1,1,0,0,0,0
3658,2,2,2,0,2,1,0,1,3
3659,1,2,2,0,1,0,1,0,0
3660,2,1,0,0,2,0,0,0,0
3661,1,4,2,3,2,0,2,1,3
3662,2,0,2,3,1,0,1,1,4
3663,1,3,1,0,2,0,0,1,3
3664,0,2,2,0,0,0,1,0,0
3665,2,1,0,0,0,0,0,1,4
3666,0,1,0,3,0,1,0,2,4
3667,2,0,2,3,1,0,0,1,4
3668,1,2,2,1,2,1,0,2,3
3669,2,4,2,0,2,0,0,0,0
3670,2,4,2,2,2,0,2,2,3
3671,0,3,2,3,2,0,1,2,4
3672,2,4,1,3,2,1,0,0,0
3673,1,0,2,1,0,1,2,0,0
3674,1,4,1,1,1,1,2,2,3
3675,2,1,2,0,0,0,2,0,0
3676,2,4,2,0,2,0,2,1,3
3677,0,1,1,3,2,0,0,0,0
3678,2,2,1,1,0,1,0,0,0
3679,1,2,2,2,2,0,1,1,3
3680,2,0,1,1,0,1,1,1,4
3681,1,2,1,0,2,0,2,1,3
3682,1,4,2,2,1,1,0,1,3
3683,1,4,1,3,1,0,2,0,0
3684,0,1,0,3,0,0,1,1,4
3685,2,2,0,3,0,0,1,0,0
3686,2,3,0,3,2,0,2,0,0
3687,1,4,2,0,1,1,1,1,3
3688,0,3,0,0,1,1,1,1,3
3689,2,0,2,1,1,0,0,2,4
3690,0,3,0,0,0,1,2,2,4
3691,2,2,0,2,2,0,0,2,3
3692,1,2,2,0,2,0,2,2,4
3693,1,3,1,3,2,1,0,0,0
3694,0,1,2,2,0,0,1,0,0
3695,1,3,1,3,2,0,2,1,3
3696,2,0,1,1,0,1,2,2,4
3697,1,4,2,3,0,1,2,1,3
3698,1,3,0,3,2,1,1,2,3
3699,1,4,2,3,0,1,0,1,3
3700,1,3,0,0,0,1,1,2,3
3701,1,2,2,3,0,1,0,0,0
3702,1,2,1,1,1,1,0,2,4
3703,0,3,2,2,2,1,1,1,3
3704,0,2,2,2,2,1,2,0,0
3705,0,4,2,2,2,0,1,0,0
3706,0,4,2,1,2,1,1,1,3
3708,2,2,2,2,1,0,2,1,2
3709,2,1,1,3,1,1,1,0,0
3710,1,0,0,2,2,1,1,1,3
3711,1,2,2,1,0,0,0,2,4
3712,0,0,2,0,0,0,0,1,4
3713,2,4,1,3,2,0,2,0,0
3714,2,2,1,1,1,0,1,1,3
3715,1,0,2,1,0,1,0,0,0
3716,1,2,1,2,1,1,1,2,4
3717,2,1,2,3,2,1,0,2,3
3718,2,2,2,0,0,0,0,1,3
3720,1,4,1,1,1,1,1,2,3
3721,1,3,2,1,1,1,1,1,2
3722,2,3,1,3,1,0,1,0,0
3723,2,0,2,1,2,1,1,0,0
3724,0,4,2,3,1,0,0,0,0
3725,1,3,0,0,1,0,2,1,3
3726,1,3,2,0,1,0,2,0,0
3727,2,2,2,3,0,0,0,1,3
3728,2,4,2,1,2,0,0,1,3
3729,0,1,2,3,2,1,1,1,3
3730,0,3,1,3,1,0,2,0,0
3731,2,0,2,1,1,0,1,1,3
3732,2,0,2,2,0,1,0,1,4
3733,1,3,1,1,0,0,1,0,0
3734,0,1,1,2,1,0,1,0,0
3735,0,4,2,0,1,0,2,1,3
3736,0,0,2,1,2,0,0,1,4
3737,0,2,0,1,0,1,2,0,0
3738,0,0,0,3,0,1,1,0,0
3739,0,1,2,3,0,0,2,0,0
3740,1,4,0,0,0,0,2,0,0
3741,1,0,0,0,0,0,1,1,4
3742,1,0,2,2,1,0,1,0,0
3743,2,1,0,2,2,0,0,0,0
3744,1,0,1,2,0,0,0,0,0
3745,0,0,2,2,2,0,0,0,0
3746,2,3,2,0,0,0,1,0,0
3747,2,1,2,3,1,1,2,1,3
3748,2,1,0,3,1,0,2,1,3
3749,0,3,2,1,1,0,1,0,0
3750,2,3,0,1,1,0,1,1,2
3751,0,4,1,0,0,0,2,1,3
3752,2,3,2,0,0,1,1,0,0
3753,2,4,1,2,1,1,1,1,3
3754,0,4,0,3,1,0,0,2,4
3755,2,1,1,3,1,1,2,2,4
3756,2,0,1,2,0,0,2,1,4
3757,1,2,2,2,0,1,2,2,4
3758,2,3,2,1,0,0,2,0,0
3759,0,4,1,2,1,1,2,0,0
3760,2,1,1,3,1,0,0,2,4
3761,0,3,2,1,1,0,2,1,3
3762,2,2,2,0,2,1,1,2,3
3763,0,3,2,0,0,0,2,2,4
3764,2,1,2,2,2,0,1,2,3
3765,0,3,1,0,1,1,1,2,4
3766,1,1,1,3,1,0,0,0,0
3767,1,1,2,0,0,0,2,1,4
3768,2,4,1,2,0,1,1,1,3
3769,1,3,2,3,0,0,1,2,3
3770,0,3,2,2,2,1,2,0,0
3771,1,4,2,0,1,0,1,0,0
3772,0,3,0,2,1,0,0,2,4
3773,0,1,1,3,2,0,2,2,4
3774,0,3,0,3,1,1,0,1,4
3776,1,3,1,0,0,1,0,0,0
3777,0,2,1,1,1,1,0,1,4
3778,1,1,2,1,1,1,0,1,4
3779,0,3,1,3,2,1,0,2,3
3780,0,3,2,3,1,0,0,2,4
3781,2,2,0,3,0,0,0,1,3
3782,1,2,2,0,1,0,0,2,4
3783,0,2,2,0,1,1,1,2,4
3784,0,2,1,0,1,0,1,0,0
3785,1,1,2,2,1,0,1,0,0
3786,2,4,1,3,0,1,1,1,3
3787,0,1,2,2,2,1,1,2,4
3788,0,1,1,0,2,1,0,1,4
3789,2,3,2,3,1,1,0,0,0
3790,1,3,2,2,0,0,2,2,3
3791,0,4,0,3,1,1,2,2,4
3792,1,0,2,2,0,0,0,0,0
3793,0,3,2,0,2,0,2,0,0
3794,0,4,2,1,0,1,1,1,3
3795,0,4,0,3,2,0,0,1,4
3796,1,0,0,1,1,0,2,0,0
3797,0,1,2,2,1,0,0,1,4
3798,0,0,0,2,1,0,1,0,0
3799,1,3,1,2,1,1,2,1,3
3800,0,2,1,2,2,1,1,0,0
3801,0,0,0,3,1,0,0,0,0
3802,0,1,0,0,2,1,1,0,0
3803,1,4,1,3,0,1,0,2,3
3804,1,2,2,2,2,1,2,2,3
3806,2,1,2,3,0,0,1,2,4
3807,0,4,0,1,0,0,2,2,4
3808,1,1,0,0,0,0,0,1,4
3809,2,2,2,1,1,1,2,2,3
3810,1,0,2,0,0,0,1,1,4
3811,0,4,0,2,2,0,2,0,0
3812,2,2,1,0,1,1,0,1,3
3813,1,3,0,3,1,1,2,1,3
3814,0,3,2,0,0,0,1,2,4
3815,1,3,2,3,1,1,0,0,0
3816,1,2,1,1,1,0,1,0,0
3817,1,2,2,1,1,1,0,2,3
3818,2,2,0,2,0,0,2,2,3
3819,2,1,0,0,2,0,2,2,4
3820,1,1,2,2,1,1,2,0,0
3821,1,1,1,1,2,0,1,2,4
3822,1,3,0,3,1,1,2,0,0
3823,1,2,0,1,0,0,1,1,3
3824,1,2,2,0,1,0,0,2,4
3825,2,3,0,0,2,0,2,1,3
3826,1,2,2,0,1,0,0,0,0
3827,0,2,2,3,0,0,2,0,0
3828,0,3,0,2,2,0,2,2,4
3829,1,2,2,1,0,1,1,2,3
3830,2,4,2,0,0,1,1,2,3
3831,2,4,2,3,0,1,1,1,3
3832,0,3,2,3,0,0,2,0,0
3833,1,4,0,0,1,0,1,2,3
3834,1,4,2,2,0,0,1,0,0
3835,1,2,2,1,2,1,2,0,0
3836,1,4,0,1,0,0,0,0,0
3837,2,4,0,2,1,1,2,2,3
3838,2,1,2,2,2,1,0,0,0
3839,1,2,1,0,0,1,2,0,0
3840,2,3,1,1,0,0,1,1,3
3841,0,2,2,3,0,0,2,1,4
3842,0,3,1,3,1,0,1,2,4
3843,1,2,0,3,1,0,1,2,4
3844,1,3,0,2,1,1,1,2,3
3845,2,3,0,0,1,1,2,1,3
3846,1,4,2,0,0,0,2,2,3
3847,1,4,0,1,2,0,2,1,2
3849,0,2,0,3,2,1,2,1,3
3850,0,1,0,0,2,1,0,0,0
3851,1,4,1,0,1,1,2,2,3
3852,0,3,0,2,1,1,0,0,0
3853,1,3,2,3,1,1,2,0,0
3854,2,0,2,2,1,0,0,1,4
3855,0,0,0,3,1,1,2,1,4
3856,2,1,1,0,1,1,1,0,0
3857,2,3,1,2,0,0,0,2,3
3858,1,1,2,2,2,0,2,2,4
3859,1,3,2,2,0,0,2,1,3
3860,0,4,2,1,0,0,0,1,4
3861,1,2,2,2,0,0,2,2,4
3862,2,3,2,1,2,1,0,1,3
3863,0,3,2,3,1,0,2,0,0
3864,1,2,0,2,0,0,2,2,4
3865,2,0,1,0,2,1,2,2,4
3866,2,0,0,3,1,0,1,2,4
3867,1,3,2,3,1,0,1,2,3
3868,0,1,0,3,1,1,1,2,4
3869,2,1,2,3,1,1,2,0,0
3870,2,1,2,3,1,1,0,2,4
3871,2,0,2,3,0,0,0,2,4
3872,1,0,0,3,2,1,2,2,4
3873,2,3,2,1,2,0,0,0,0
3874,1,0,1,3,1,1,2,2,4
3875,1,2,1,3,1,1,0,1,4
3876,1,3,2,1,2,0,0,1,3
3877,2,4,2,2,0,1,2,2,3
3878,1,4,0,0,0,1,2,2,3
